id,text,label,control,trap
ID1918810300-89,"Liebe Kollegen, Nachahmung ist zwar die höchste Form der Anerkennung, aber in Wirklichkeit geht dann doch nichts über das Original, und das ist immer wieder die AfD.",AfD und parlamentarische Prozesse,NA,NA
ID1921002000-612,"Zweitens. Verlässliche Lohnentschädigungen – wir sprachen darüber – sind geregelt, aber bitte nur für Krisenanlässe; sonst kann es die Generation, um die es uns hier doch allenthalben geht, in der Zukunft nicht bezahlen.",Wirtschaftshilfen in der Coronakrise,NA,NA
ID204713700-30,"Der TÜV Süd hat das bei Isar 2 vor einigen Tagen bestätigt, und das Kernkraftwerk Neckarwestheim in Baden-Württemberg hat in den letzten Jahren eine erweiterte Sicherheitsüberprüfung bestanden.",Erneuerbare Energien und Energiewende,NA,NA
ID1914210400-134,"Herr Präsident! Meine sehr verehrten Damen und Herren! In der Tat, das Thema ist aktuell. Die Zeit ist knapp.",Anrede in Reden,NA,NA
ID191701600-502,"Sehr geehrter Herr Präsident! Liebe Kolleginnen und Kollegen! Die Angehörigen der Opfer haben uns im Dezember des letzten Jahres in ihrem offenen Brief an die Frau Bundeskanzlerin einen klaren Fingerzeig gegeben. Sie haben nicht gesagt, dass wir uns in diesem Ausschuss über parteipolitisches Klein-Klein unterhalten sollen, sondern sie verlangen zu Recht Aufklärung, und deshalb ist dieser Untersuchungsausschuss überfällig.",Untersuchungsausschüsse und Verantwortlichkeit,NA,NA
ID197707900-266,"Lassen Sie mich zum Schluss feststellen, dass es sich hier um eine Frage von unschätzbarer Bedeutung für die Europäische Union handelt. Nur wenn die Europäische Union, nur wenn wir als Europäerinnen und Europäer selbst unsere Werte nach innen glaubhaft leben, können wir sie auch nach außen glaubwürdig vertreten. Wir alle sollten das Interesse haben, weltweit als starke Stimme für Menschenrechte und Freiheit aufzutreten. Dann kann die Europäische Union in der internationalen Diskussion auch einen Unterschied machen.",Europas Zukunft und Solidarität,TRUE,NA
trap_5,Erste Schritte zur Regulierung von Kryptowährungen ziehen internationale Aufmerksamkeit auf sich und fördern den rechtssicheren Handel im digitalen Zeitalter,LNG-Terminals und Energieversorgung,NA,TRUE
trap_1,"Sehr geehrte Frau Präsidentin! Gleichzeitig sichern wir ab, dass Zitronen unter Palmen chillen, während eine Orange von einer Sonnenliege in den Pool plumpst",Recycling von Glasbehältern,NA,TRUE
ID1918300300-180,"Herr Finanzminister, hier sollten wir im Rahmen der Gesetzgebungsverfahren entsprechend nachbessern.",Gesetzesverabschiedung und Zustimmung,NA,NA
ID196903000-708,"Ich danke Ihnen, liebe Kolleginnen und Kollegen des Deutschen Bundestags, für die Zusammenarbeit, die immer von gegenseitigem Respekt und von der kollegialen Suche nach einem der Sache dienlichen Kompromiss getragen war. Und ich danke den Mitarbeiterinnen und Mitarbeitern, ohne die wir im Deutschen Bundestag nicht arbeiten könnten.",Dank und Zusammenarbeit,NA,NA
ID207502200-57,Kurze Nachfrage zur Präzisierung. Sie haben gemeinsam mit den Verbänden im Bündnis bezahlbarer Wohnraum 187 Maßnahmen beschlossen. Sind Sie mit den beteiligten Verbänden im Gespräch über die Abarbeitung der 187 Maßnahmen? Herr Dr. Luczak hat auch darauf abgestellt. Teilweise finden sich diese Maßnahmen dieses Verbändepapiers wieder. Wenn Sie in dieser Diskussion sind: Wie sieht da momentan die Priorisierung aus?,Wohnungsbau und Mietpreise,NA,NA
ID1918311400-405,"Mindestens 7 000 Menschen wurden im Rahmen der Unterdrückung der Proteste im November 2019 festgenommen. 40 Menschen sind aktuell von der Todesstrafe bedroht, die unmittelbar vollstreckt werden soll. Sie sitzen im Gefängnis Evin in Teheran. Und Evin ist nicht irgendein Gefängnis. Evin ist das Symbol für brutale politische Unterdrückung, für Folter, massenhafte Todesurteile und Hinrichtungen. Dafür gibt es in dem Gefängniskomplex, in dem Tausende meist politische Häftlinge sitzen, die unter menschenunwürdigen Bedingungen weggesperrt werden, auch gleich einen Gerichtssaal und einen Hinrichtungsplatz. Evin ist das iranische Symbol für Horror.",Iran-Politik und Menschenrechte,NA,NA
ID1917905900-572,"Ich betone das hier ausdrücklich, weil es wirklich das Verdienst der SPD-Bundestagsfraktion ist.",SPD-internes Handeln und Positionen,NA,NA
ID1922901000-374,"Liebe Kolleginnen und Kollegen, der Antisemitismus und Israelhass, der sich in Deutschland auf unseren Straßen zeigt, sind erschreckend. Hier muss mit allen rechtsstaatlichen Mitteln durchgegriffen werden. Es kann und darf nicht sein, dass Polizisten nicht eingreifen, wenn länger als eine Stunde offener Judenhass zur Schau getragen wird, so wie das vor einer Synagoge in Gelsenkirchen in Nordrhein-Westfalen passiert ist; das darf nicht sein.",Antisemitismus und jüdisches Leben,NA,NA
ID1913411200-627,"Aber Tarifautonomie bedeutet auch, Verantwortung zu übernehmen für eine funktionierende Sozial- und Wirtschaftsordnung.",Stärkung der Tarifbindung,NA,NA
ID1912506000-482,"Wir haben 36 Prozent Onlinepetitionen. Das heißt, viele Petitionen werden noch handschriftlich eingereicht.",Petitionsausschuss und Bürgerbeteiligung,NA,NA
ID193900200-389,"Herr Präsident! Meine sehr verehrten Damen und Herren! Die Musterfeststellungsklage erscheint uns, wie an dieser Stelle schon mehrfach ausgeführt, ein im Prinzip geeignetes Instrument, um Verbraucherinteressen bei ähnlich gelagerten Fällen durchsetzen zu können, gerade im Bereich der Bagatellschäden. Ein diesbezügliches Gesetz muss aber entsprechend sorgfältig ausgearbeitet werden und darf nicht etwa – auch nicht im Ansatz – auf aktuelle Spezialfälle bezogen sein. In einem Wort: Es muss zukunftsfähig sein.",Musterfeststellungsklage und Verbraucherschutz,NA,NA
ID209612400-1,"Ich will auch sehr deutlich sagen, weil das bei Frau Latendorf so ein bisschen herausgeklungen ist: Ich glaube, die Hoffnung, dass die Reduktion von Lebensmittelverschwendung in Deutschland oder in anderen europäischen Ländern dazu führen würde, dass man den Hunger in der Welt bekämpfen könnte, ist wirklich eine Milchmädchenrechnung. Hunger in der Welt bekämpft man vor allem damit, dass man den Menschen vor Ort Technologien und Kenntnisse übermittelt, die es ihnen ermöglichen, vor Ort eine effiziente Landwirtschaft aufzubauen. Dazu gehören moderne Züchtungstechnologien. Dazu gehört es, dass wir den Menschen im Niger, im Sahel oder anderswo auch moderne Züchtungsmethoden an die Hand geben, die zu Pflanzenproduktion führen können.",Zukunft der Landwirtschaft,NA,NA
ID2011511300-105,"– Entschuldigung, Frau Brugger, ich habe Sie nicht gesehen. – Es wäre die gute Gelegenheit, zu bekennen, dass die Einwände, die wir gegen dieses Mandat gehabt haben, nicht ganz unberechtigt gewesen sind, und wir eigentlich gemeinsam dem Vorschlag der Union hätten folgen sollen. Es wäre für die Bundeswehr besser gewesen.",Bundeswehr Finanzierung und Ausstattung,NA,NA
ID204500400-346,"Bei der Anhörung im Ausschuss hat mich die Sachverständige Frau Professorin Angela Köninger beeindruckt: einerseits Lehrstuhlinhaberin für Frauenheilkunde und Geburtshilfe, andererseits Direktorin eines Perinatalzentrums mit über 3 500 Geburten pro Jahr.",Abschaffung § 219a StGB,NA,NA
ID2015404200-533,"Fakt ist: Wir haben an der Stelle keine rote Linie gezogen, und das hat übrigens auch der Kanzler nicht getan. Sie wissen ganz genau, dass es bisher kein Nein gibt.",Regierungserklärungen und Kanzlerschaft,NA,NA
ID1912106000-156,"Zum Schluss will ich noch einmal auf die Anhörung zu sprechen kommen. Ich habe persönlich sehr viel gelernt. Es ist immer ein Unterschied, ob wir uns Themen theoretisch nähern oder ob ein Thema mit Namen, Gesichtern und Schicksalen konkret wird. Lassen Sie uns auch die weiteren zu entschädigenden Vorgänge in der ehemaligen DDR in den Blick nehmen. Die Betroffenen dürfen dies zu Recht vom Deutschen Bundestag erwarten. Lassen Sie uns diese Erwartungen nicht enttäuschen. Dafür werbe ich gemeinsam mit Fraktion und Partei. Aufgrund der Leerstellen in Ihrem Gesetz müssen Sie sich aber leider mit einer Enthaltung zufriedengeben, was wir sehr bedauern. Vielleicht nützen Sie die Gelegenheit und bessern bei erneuter Befassung mit dem Thema noch nach.",Aufarbeitung der DDR-Diktatur,NA,NA
ID196506800-728,"Ich kann mich sehr genau erinnern: Das erste Thema, über das wir miteinander gesprochen haben, war eine signifikante Verbesserung der Bedingungen, beispielsweise beim Elterngeld Plus. Sie haben mir in einem Interview sogar gesagt: Super, dass die FDP das auch will; dann machen wir das. – Ich sehe nur unglücklicherweise herzlich wenig in diesem Bereich.",Familienunterstützung und Elterngeld Reformen,NA,NA
ID1912411800-261,"Herr Präsident! Meine sehr verehrten Damen und Herren! Nord Stream 2 wird gebaut; das ist gut so. Die Dänen haben grünes Licht gegeben. Ich gehe davon aus, dass das nicht an meinem Gespräch mit dem dänischen Botschafter, das ich vor Kurzem mit ihm führte, lag. Aber das Gespräch war trotzdem interessant; denn bei diesem Gespräch – wir haben dabei die Handys weggelegt und sind in einen anderen Raum gegangen, damit keiner mithört – wurde deutlich, dass die Dänen den Bau der Leitungen so lange behindert haben, dass das nicht ganz freiwillig war, sondern da gab es schon jemanden im Hintergrund. Da muss man einfach die Realitäten sehen.",Nord Stream 2 Pipeline-Politik,NA,NA
ID1921504800-451,"Ich will sagen: Das Kurzarbeitergeld ist aber auch eine Versicherungsleistung. Die Beschäftigten, die Unternehmen haben in die Arbeitslosenversicherung eingezahlt. Deswegen haben sie ein Anrecht darauf – wenn es dem Betrieb schlechter geht, wenn es notwendig ist –, dass diese Leistung ausgezahlt wird.",Kurzarbeitergeld und Wirtschaftskrise,NA,NA
ID203710900-570,"Das kann Sie doch nicht erfreuen! Da müssen Sie doch was ändern, vor allem die Kolleginnen und Kollegen von der SPD!",SPD-internes Handeln und Positionen,NA,NA
ID201007600-306,"Herr Kollege Wiese hat das Programm „Coronahilfen Profisport“ angesprochen. Was er geflissentlich übergangen und nicht erwähnt hat, ist, dass dieses Programm „Coronahilfen Profisport“ ausschließlich auf Initiative dieser Fraktion, der CDU/CSU-Fraktion, ins Werk gesetzt wurde.",Sportförderung und -politik,NA,NA
ID1915809700-450,"Jetzt zum Sozialschutz-Paket II. Erstens: Kurzarbeitergeld. Wir wissen: Wer wenig verdient, kommt damit nicht über die Runden; der Minister hat es gerade angesprochen. Die geplante Änderung lehnen wir aber ab; denn die Erhöhung im vierten und siebten Monat kommt zu spät und ist auch zu wenig. Wir wollen das Kurzarbeitergeld für kleine und mittlere Einkommen sofort gestaffelt auf 90 Prozent erhöhen. Nur dann können die Beschäftigten vom Kurzarbeitergeld tatsächlich leben.",Kurzarbeitergeld und Wirtschaftskrise,NA,NA
ID2013407600-209,"Aber auch die CDU, die ja in einigen Bundesländern regiert, offenbart in einer für unseren Rechtsstaat beschämenden Weise ihre Unfähigkeit bei der Bekämpfung gewalttätiger und antisemitischer Islamisten. Ihr Ministerpräsident in Nordrhein-Westfalen, Herr Wüst, hat großspurig verkündet, man werde islamistische Aufmärsche zukünftig nicht mehr zulassen, und keine vier Wochen später haben islamistische Staatsfeinde in Essen und Düsseldorf gezeigt, was von den Worten eines CDU-Ministerpräsidenten zu halten ist, nämlich gar nichts.",Religionsfreiheit und Extremismus,NA,NA
ID196400600-616,"Liebe Abgeordnete im Deutschen Bundestag, um ehrlich zu sein: In der Haut unserer britischen Kolleginnen und Kollegen möchte ich nicht stecken; denn der Brexit, so wie er stattfindet, ist in jeder Form schlecht für Großbritannien, und er ist schlecht für Europa. Man sieht da mal wieder die zerstörerische Wirkung populistischer Politik. Ich glaube, das sollte auch dem einen oder anderen hier bei uns eine dringende Mahnung sein.",Brexit und Europäische Union,NA,NA
ID197412600-639,"Zunächst dachte ich ja wirklich, dass es Ihnen von der AfD bei dem hastig auf die heutige Tagesordnung gesetzten Antrag wirklich um konkrete und sachliche Hilfen für betroffene Menschen in Mecklenburg-Vorpommern, die bedrohten Arbeitsplätze, die Peene-Werft der Lürssen-­Gruppe sowie den Wirtschaftsstandort Deutschland geht. Darüber hätten wir sachlich diskutieren können und müssen. Aber weit gefehlt! Wie ich bei der Lektüre des dann gestern übermittelten dünnen Anträgchens feststellen musste, geht es Ihnen nämlich nicht um die Frage, ob die Peene-Werft die Auslieferung der fertigen Boote möglicherweise gerichtlich erzwingen könnte. In einem ähnlichen Fall übrigens war Rheinmetall im Jahre 2014 mit einer Klage im Zusammenhang mit der Ukraine-Krise gerichtlich gescheitert. Es geht Ihnen auch nicht um die Frage, ob das Unternehmen einen Schadenersatz einklagen kann oder will; es geht Ihnen auch nicht um den Vertrauensschutz.",Maritime Wirtschaft und Hafenfinanzierung,NA,NA
ID198105400-423,"Die Bilanz der Großen Koalition – sie hört es nicht gerne – ist verheerend. Ihre Politik gefährdet die IT-Sicherheit sehr viel mehr, als dass sie sie erhöhen würde. Die Themen sind hier angesprochen worden, und die Probleme sind offenkundig. Wenn Behörden wie ZITiS ohne irgendeine Rechtsgrundlage",IP-Adressen-Speicherung und Strafverfolgung,NA,NA
ID1917900700-566,"Lassen Sie uns auch darüber reden – auch das ist eine Lehre aus Corona –, dass wir mehr Flexibilität in die Arbeitszeit hineinbekommen. Starre Arbeitszeiten sind nicht für eine moderne Gesellschaft geschaffen, sondern wir brauchen mehr Flexibilität, auch bei der Tagesarbeitszeit. Lasst uns die Wochenhöchstarbeitszeit vereinbaren und Flexibilität in die Tagesarbeitszeit bringen. Das wäre ein moderner Ansatz für eine Arbeit von morgen und eine Arbeit der Zukunft.",Arbeitszeitregelungen und -dokumentation,NA,NA
ID202809200-438,"Die Bundeswehr hat Irini deshalb von Anfang an unterstützt, mit Fregatten, einem Aufklärungsflugzeug und Stabspersonal. Deutschland hat damit unterstrichen, dass es zu seiner Verpflichtung, substanzielle Unterstützung für Einsätze im Rahmen der GSVP der Europäischen Union zu leisten, steht.",Maritime Sicherheit NATO Sea Guardian,NA,NA
ID206612100-425,Auch sie haben mit immensen Preissteigerungen zu kämpfen. Für sie gibt es gerade mal die vage Ankündigung einer Härtefallregelung.,Inflationsbekämpfung und Wirtschaftspolitik,NA,NA
ID192703500-609,"Oder muss es das Strafrecht richten? Wir sind der Ansicht: Das Strafrecht muss es nicht richten, sondern diese Tat darf nur eine Ordnungswidrigkeit sein, meine Damen und Herren.",Strafrecht und Strafzumessung,NA,NA
ID2014012800-487,"– Ja, eijeijei! – Seit 1995 gibt es ein Assoziierungsabkommen. Und wenn wir jetzt mal alle hier, auch Sie oben auf den Tribünen, einmal darüber nachdenken, was bei uns persönlich seit 1995 passiert ist – einige waren da vielleicht noch gar nicht auf dieser Welt –, wird klar: Das ist ein sehr langer Zeitraum. Wenn wir uns in Deutschland umschauen, in Europa, aber auch auf der Welt und überlegen, was in den letzten 25 Jahren alles passiert ist, dann muss man sagen: Da ist eine ganze Menge passiert.",Deutsch-Französische Partnerschaft und Integration,NA,NA
ID198206300-531,"Zum Gönnen-Können gehört auch, zuzugeben, dass die Bundeskanzlerin eine sehr bemerkenswerte, sehr mitreißende und überraschend argumentationsfreudige Rede gehalten hat. Ich hätte mir in der Vergangenheit in so vielen Momenten gewünscht, dass sie so eine ähnliche Rede gehalten hätte.",Regierungserklärungen und Kanzlerschaft,NA,NA
ID2013414400-303,"Sehr geehrter Herr Präsident! Sehr geehrte Kolleginnen und Kollegen! Liebe Anwesende! Als Politikerin, die sowohl die Perspektive einer Bundestagsabgeordneten als auch die einer Kindertagespflegeperson kennt, ist es mir eine Herzensangelegenheit, mich heute ebenfalls zur drängenden Thematik des Fachkräftemangels in der frühkindlichen Bildung und im Ganztag zu äußern.",KiTa-Qualitätsgesetz und Ganztagsbetreuung,NA,NA
ID205804000-517,"Für uns sind gründliche und demokratische Prozesse und enge parlamentarische Einbindung wichtig. Daher stärken wir, wie vom Bundesverfassungsgericht angemahnt, die parlamentarische Einbindung, indem wir einen Unterausschuss zur besseren Kontrolle der Außenwirtschaftspolitik der Bundesregierung einsetzen. So stärken wir die parlamentarische Kontrolle – nicht nur bei CETA, sondern auch bei allen zukünftigen Handelsverträgen.",Freihandelsabkommen und CETA,NA,NA
ID2011911500-705,"Ich möchte mich abschließend jetzt schon bei den vielen Mitarbeitenden in den Ministerien, in der Fraktion, aber auch in unseren Abgeordnetenbüros bedanken. Denn das, was jetzt ansteht, werden intensive und anstrengende Beratungen sein, und ohne die Zuarbeit und die Unterstützung dieser Mitarbeitenden wäre unsere Arbeit als Abgeordnete schlichtweg nicht möglich.",Dank und Zusammenarbeit,NA,NA
ID1911707800-236,Das Ausmaß der Offensive ist nur schwer zu ertragen. Bereits jetzt wissen wir von unzähligen Toten. Hunderttausende sind erneut auf der Flucht. Innerhalb weniger Tage haben sich die Machtverhältnisse in der Region verschoben. Erdogan stürzt mit dieser Offensive die gesamte Region ins Chaos und ermöglicht ein Wiedererstarken des IS. Schon jetzt konnten sich mehrere Hundert IS-Kämpfer aus den kurdischen Gefängnissen befreien. Dieser Krieg ist in erster Linie schrecklich für die betroffenen Menschen vor Ort. Er ist aber auch eine Bedrohung für die internationale Gemeinschaft und vor allem eine Bedrohung für deutsche und europäische Sicherheitsinteressen.,Türkei-NATO-Außenpolitik,NA,NA
ID1919504800-63,"Ihr Antrag würde einzig und allein dazu führen, dass noch weniger Menschen das Risiko des Bauens eingehen würden.",Wohnungsbau und Mietpreise,NA,NA
ID1912806000-555,Eine europäische Wasserstoffunion wäre jetzt das Gebot der Stunde.,Wasserstoffstrategie und Klimaschutz,NA,NA
ID196702600-443,"Ich denke, wir sollten bei der eindeutigen Einverständniserklärung bleiben. Das ist rechtlich sauber und berücksichtigt das Selbstbestimmungsrecht eines jeden Einzelnen. Die Widerspruchsregelung ist somit abzulehnen.",Organspende Widerspruchslösung und Freiwilligkeit,NA,NA
ID1910104800-696,"Das führt übrigens auch dazu, dass die Post bessere Finanzierungskonditionen als ihre Konkurrenten bekommt.",Postgesetz und Zustellungsdienstleistungen,NA,NA
ID193503000-486,"Sehr geehrte Frau Bundeskanzlerin, ich beziehe mich auf den europapolitischen Tagesordnungspunkt Ihrer Kabinettssitzung. Sie haben eine Antwort auf den französischen Präsidenten gegeben, nicht hier im Deutschen Bundestag, aber immerhin hinter der Bezahlschranke einer Sonntagszeitung. Sie haben viel Zustimmenswertes gesagt, etwa über Zusammenarbeit in der Asylpolitik. Sicherlich gäbe es noch weitere Bereiche, in denen es einen europäischen Mehrwert gäbe.",Deutsch-Französische Partnerschaft und Integration,NA,NA
ID208203100-507,Die Linken wollen auch nicht zustimmen. Sie von der CDU/CSU wollen es auf jeden Fall. Wir machen es auf konstruktive Art und Weise.,Anträge der Linksfraktion,NA,NA
ID194905000-332,"Ein letzter Punkt, den ich noch ansprechen möchte: Wann ist eine Wirtschaftspolitik erfolgreich? Wenn sie auch nationale Interessen berücksichtigt. Ich sage Ihnen: Was wir in der Frage „Sanktionen gegen Russland“ machen, entspricht in keiner Weise nationalen oder auch europäischen Interessen. Das wissen Sie. Der frühere Vorsitzende des Ost-Ausschusses der Deutschen Wirtschaft, Cordes – auch kein Linker –, hat mal gesagt: Ein starkes Europa ist ohne Einbeziehung Russlands nicht möglich. – Nicht möglich! Wenn man aber eine Politik betreibt, die eigentlich permanent dafür sorgt, dass dieses Zusammenkommen nicht einmal in wirtschaftlichen Fragen funktioniert, weil man mit Sanktionen und Ähnlichem arbeitet, dann entspricht das nicht den deutschen Interessen. Erfolgreich ist Ihre Wirtschaftspolitik nicht.",Rezession und Wirtschaftspolitik,NA,NA
ID1916406100-265,"Jetzt ist jedem klar, dass die europäische Solidarität nicht existiert. Es war ein schönes Märchen!",Europas Zukunft und Solidarität,NA,NA
ID2010813300-149,"Sehr geehrter Herr Präsident! Liebe Kolleginnen und Kollegen! Das ist eine wichtige Debatte, weil dieser schreckliche russische Angriffskrieg, weil die täglichen Kriegsverbrechen nie aus unserem Bewusstsein verschwinden dürfen. Ein europäisches Land muss jeden Tag ertragen, dass Drohnen und Marschflugkörper zivile Einrichtungen, Kraftwerke, Stromnetze, Schulen und Krankenhäuser zerstören. Das darf uns niemals gleichgültig sein; das darf niemals Normalität in Europa werden, meine Damen und Herren. Und wenn es Jahrzehnte dauert, aber jeder einzelne dieser russischen Verbrecher muss vor einem Gericht seine gerechte Strafe bekommen.",Russlands Angriffskrieg gegen die Ukraine,NA,NA
ID2012815500-468,"Der erste Antrag: Wir fordern einen besseren Inflationsausgleich. Ja, Sie haben mit dem Bürgergeld eine neue, aber auch sehr merkwürdige Berechnung der jährlichen Anpassung der Regelsätze verabschiedet. Ja, sie funktioniert besser als die alte. Sie reicht aber nicht, um den Kaufkraftverlust zeitnah auszugleichen.",Bürgergeld-Reform und Arbeitsmarktintegration,NA,NA
ID194801100-25,"Zusammenfassend kann man sagen: Die Merkel-Regierungen haben über Jahre haushaltspolitisch einen doppelten Fehler begangen. Zum einen wurde die tatsächliche Verschuldung immer wieder in die Höhe getrieben, und zum anderen wurde durch fehlende Investitionen in die Infrastruktur die Grundlage für zukünftige Einnahmen drastisch verschlechtert. Als wenn die marode Infrastruktur in unserem Land nicht schon schlimm genug wäre, hat Frau Merkel auch noch das Kunststück zustande gebracht, aus Deutschland das Land mit den höchsten Strompreisen in Europa zu machen. Sie sind nämlich fast doppelt so hoch wie in Frankreich – der völlig überstürzten und doppelten Energiewende sei Dank.",Erneuerbare Energien und Energiewende,NA,NA
ID203801500-282,"Die Bundesaußenministerin hat bei unserem Besuch in Mali diese Dinge beim Gespräch mit dem Übergangspräsidenten Go ï ta unmissverständlich angesprochen; das war auch sehr, sehr wichtig. Aber die Entwicklung ging leider negativ weiter; denn in den letzten Tagen erfolgte dann auch der Ausstieg aus der G‑5-Sahelgruppe. Damit müssen wir feststellen, dass sich die Rahmenbedingungen für das Mandat grundlegend geändert haben. Deshalb ist es nur konsequent, dass die Beteiligung der Bundeswehr an der Ausbildung der malischen Sicherheitskräfte nicht fortgesetzt werden kann.",Bundeswehreinsatz in Mali,NA,NA
ID1916602500-241,"Ich möchte mich aber von dem abgrenzen, was die Kollegin Klein-Schmeink gesagt hat, nämlich: Im Grunde genommen ist das, was die FDP sagt, widersprüchlich; denn die wollen die Parlamentsrechte wieder scharf schalten, gleichzeitig die materiellen Regelungen erhalten. Das ist im Grunde dasselbe, und deswegen ist es überflüssig. – Das ist nicht in unserem Sinne, und das ist, wenn ich den Kollegen Brinkhaus im „Spiegel“ richtig verstehe, auch nicht in Ihrem Sinne.",FDP-Partei und Koalitionspolitik,NA,NA
ID20100500-257,"Meine Damen und Herren, Demokratie verlangt danach, dass natürlich ein Wahlvorschlag gemacht werden kann von einem relativ geringen Quorum ausgehend. Deshalb schlagen wir vor: Jede Fraktion hat das Recht, einen Kandidaten vorzuschlagen zur Wahl des Bundeskanzlers. Dann – Frau Haßelmann, ich erkläre Ihnen das gerne noch mal – kommt es natürlich darauf an, dass man die Kanzlermehrheit im Deutschen Bundestag erreicht.",Wahlrechtsreform und Wahlkreise,NA,NA
ID2016018800-207,"Und nicht zuletzt: Vergessen wir auch bitte nicht die Menschen, die keine Anhänger von Religionen sind. Für sie stehen keine organisierten Gemeinschaften ein. In Deutschland haben wir die Humanistische Union, aber weltweit ist der Regelfall anders. Es darf nicht sein, dass Menschen diskriminiert werden, weil sie sich nicht zu einem Glauben bekennen, egal zu welchem. Auch sie haben das Recht, sich frei entfalten zu können.",Religionsfreiheit und Extremismus,NA,NA
ID2011410700-373,"Im letzten Jahr registrierte die Meldestelle für Antisemitismus, RIAS, die höchste Anzahl an potenziell tödlichen antisemitischen Angriffen seit Beginn ihrer Arbeit.",Antisemitismus und jüdisches Leben,NA,NA
ID1917407200-718,"Doch der Fall Wirecard hat nicht nur Fragen zum Management und zur fehlerhaften Wirtschaftsprüfung aufgeworfen; er hat auch gezeigt, dass Lobbyisten wie Plagiatkönig zu Guttenberg, aber auch Ex-Geheimdienstkoordinator Fritsche ihren Zugang zum Bundeskanzleramt schamlos Finanzkonzernen zur Verfügung stellen.",Wirecard-Skandal und Aufsichtsversagen,NA,NA
ID1910714100-703,"Die FDP zeigt – wieder einmal – einen sehr verengten Blick auf das Thema. Ob es die Innovationsfeindlichkeit der Richtlinie war, die am 23. März Zehntausende vor allem junger Menschen auf die Straße trieb, bezweifele ich. Auf den Transparenten standen eher Sprüche wie „Artikel 13 nimmt uns Kreativität und Freiheit“, „Dieselfilter statt Uploadfilter“ oder „Meinungsfreiheit ist in diesem Land nicht verfügbar“. Die Menschen befürchten, dass der Einsatz von Uploadfiltern auch ihre Meinungsfreiheit einschränken könnte und dass die Richtlinie die Situation der Urheberinnen und Urheber nicht verbessern würde.",Uploadfilter und Urheberrechtsreform,NA,NA
ID191105400-133,"Frau Präsidentin! Meine sehr geehrten Damen und Herren! Liebe Kolleginnen und Kollegen! Frau Präsidentin, bevor ich mit meiner Rede beginne, möchte ich Sie bitten, während meiner Redezeit zu prüfen, ob es diesem Hohen Hause angemessen ist, dass einige Abgeordnete der Linken, mindestens zehn, sich mit den Keffiyeh uniformiert haben. Vielen Dank.",Anrede in Reden,NA,NA
ID1920700400-725,"Die Änderungen, die wir vorgeschlagen und auf den Tisch gelegt haben, wären gerade in dieser Pandemiezeit so unglaublich wichtig. Eine bessere und vorausschauende Elterngeldreform – –",Familienunterstützung und Elterngeld Reformen,NA,NA
ID196115800-96,Was präsentieren Sie uns heute? Sie präsentieren uns wieder den europäischen Emissionshandel als Lösung der Klimakrise.,CO2-Regulierung und Klimapolitik,NA,NA
ID202302500-60,"Ich frage mich, ob die anderen Häuser die Verantwortung mit Ihnen teilen, wenn Sie, Frau Ministerin Geywitz, die beabsichtigten Zahlen an Neubauten nicht erreichen werden. Was wird Herr Habeck sagen? Was wird Herr Lindner sagen? Oder was wird Herr Buschmann als Justizminister dazu sagen? Wird er die Verantwortung für die nicht erreichten Ziele übernehmen? Ich bin gespannt.",Wohnungsbau und Mietpreise,NA,NA
ID193605900-542,"Sehr geehrte Frau Präsidentin! Liebe Kolleginnen und Kollegen! Mit der Datenschutz-Grundverordnung gibt die Europäische Union uns, den Bürgerinnen und Bürgern, das Instrument in die Hand, autonom über unsere Daten entscheiden zu können. Daher ist dieser Rechtsakt aus dem Europäischen Parlament, aus Europa, ein guter Rechtsakt. Es gibt aber an verschiedenen Stellen Punkte, über die wir diskutieren müssen. Deswegen ist es gut, dass wir heute diskutieren. Aber es macht keinen Sinn, sich gegenseitig vorzuwerfen, an irgendeiner Stelle geschlafen zu haben. Lieber Kollege Höferlin, gerade wurde schon gesagt, dass die FDP im Europaparlament vertreten war. Es geht um die europäische Datenschutz-Grundverordnung, die vom Europäischen Parlament beschlossen wurde.",Datenschutz und Datenökonomie,NA,NA
ID2010817000-154,"Der Aufstand vom 17. Juni 1953 ist eines der größten Ereignisse der deutschen Nachkriegsgeschichte. Die Friedliche Revolution war ihr Höhepunkt. Der 17. Juni steht für Bürger- und für Menschenrechte, für Mut, für Demokratie und gegen Autokratie und Diktat. Viele historische Ereignisse haben eine zentrale Person im Fokus. Das Wichtigste beim 17. Juni aber ist: Er entstand aus der Gesellschaft heraus. Es war eine demokratische Bewegung durch sie. Dadurch hat das ganze Land von Ostdeutschen etwas gelernt, liebe Kolleginnen und Kollegen.",Aufarbeitung der DDR-Diktatur,NA,NA
ID20902200-713,"Dem oder der neuen Beauftragten wünsche ich schon heute eine glückliche Hand und uns allen frohe Feiertage oder schöne Weihnachten, wenn Sie daran glauben.",Weihnachtsgrüße im Bundestag,NA,NA
ID2013811800-217,Das heute darf nicht das letzte Wort zu diesem Thema gewesen sein. Wir müssen das Betreuungssystem weiter stärken.,Pflegereform und Arbeitsbedingungen,NA,NA
